yield_mz,yield_sb,yield_wh
0.15584827233976728,0.704562038436442,0.971725411498143
0.33810445410554113,0.8079326325697307,0.048223689829273164
0.03304359355979236,0.6870001510466369,0.3612347337313332
0.006352371143856117,0.6493073397374155,0.6562436075391956
0.4798662275625688,0.049879279700336676,0.4318594142920542
0.6040420441881112,0.13417476138448037,0.22409220885445968
0.9500626868028086,0.3351317787940643,0.6327799213803686
0.1641683242288241,0.03843742252304572,0.3834602348276187
0.25757756528375764,0.7517076575575896,0.3917034016639157
0.6620827146986819,0.26970839218546394,0.08142194867129615
0.3950913141211768,0.5501069218395456,0.19225654073422271
0.17990285733189493,0.3827979325089971,0.122231315754732
0.5530867133500768,0.04347511390452974,0.507235932053975
0.4279898657010499,0.8213567255206369,0.24039702792876705
0.3024567798623997,0.5032117978056854,0.3334318900421481
0.141329088231667,0.615176660442206,0.8561340558936426
0.29358733597581643,0.05722585107739908,0.18711477357742667
0.34615368756795584,0.7034887899564201,0.254784117154228
0.7607076699177666,0.8310671009638898,0.09264698677312899
0.6147351839080444,0.8942724523198974,0.44723566283883864
0.20857191956838905,0.2653242486310573,0.4594017176789198
0.04910610914517943,0.44509632823066814,0.4777368206343784
0.9059457350980378,0.25516172397511605,0.7179634626041138
0.6487787582293186,0.715938173769508,0.6844068450651064
0.18070668150738467,0.7291184482265118,0.5094937340581616
0.3779829692320634,0.5153920476265205,0.2855659542903647
0.7268415532455946,0.0678595213930201,0.7184434659239248
0.7138605359587624,0.7656439793409529,0.8825166323441009
0.7745478426696851,0.6369108409054324,0.7573626073212306
0.5569733008293953,0.4283937124079925,0.6896598750240629
0.7789467155603819,0.2234426815667353,0.13900393668577538
0.4190711884673972,0.790810099039991,0.8593792867855419
0.46181514192119,0.9093547431891326,0.9316929826847238
0.13767522810277466,0.7611639808567539,0.10640126420582108
0.07331766317492239,0.6036066460397279,0.13147427489083652
0.9894085242750937,0.5904980627600586,0.3469682180867051
0.20452306652716157,0.13677142913535323,0.4866487808459118
0.2499793821874673,0.2317541200398302,0.2395439273296247
0.22349812702737526,0.5528199826862146,0.001868187639237906
0.40652987332668955,0.8251344196660696,0.8671021316226802
0.38683784941147736,0.5547342203748533,0.73557226384277
0.7348372309674969,0.1203499836573867,0.217620661873958
0.49485092722611324,0.044060779645184955,0.9518075866499712
0.07877760995902294,0.6495595473904806,0.30226757192632003
0.9863798245820414,0.2951184486619507,0.7007495137800012
0.9047830660618142,0.641235441376089,0.1966379399250563
0.015275072032755133,0.24238173743223668,0.1332086075185538
0.9359547231342036,0.34590619587990146,0.0008627429398718744
0.4153652937998604,0.5442586710188685,0.24300987480967118
0.08973020997319936,0.29606099658930174,0.843664301976764
0.486698734973553,0.8814628606099879,0.722031454765141
0.22274292679256213,0.5819424277275611,0.6334312896187346
0.970587428322171,0.46645952360438314,0.3565841068594614
0.6121792299149653,0.11169045300226699,0.8212842205261809
0.13410253381755144,0.7024240694622615,0.20429906345954196
0.8232885116141955,0.5773662446308397,0.36530350508287757
0.396793571253634,0.3151984008680754,0.7506958002106838
0.0047650621677612914,0.32180907131534,0.5892138700471516
0.29221415745100143,0.16824450820584702,0.06913132748849105
0.8181482070692582,0.576768086663426,0.1744050387830709
0.4252779125267089,0.003933577821714995,0.014569925880690726
0.8961478804143578,0.914386689841474,0.17824318090902525
0.7086245420852942,0.3075431109757911,0.0699564416858276
0.16575516794851153,0.8313009119193076,0.5922114858243911
0.5527892410644525,0.5989162847502915,0.9744595831604105
0.7326759519532118,0.6454419427221414,0.1995571456536217
0.12144493579688476,0.3905777686111167,0.05965788341786327
0.8778537180049584,0.696199671021625,0.3150897925311519
0.13828953754733175,0.30706012824524465,0.9153780169774078
0.09675968315627625,0.7287043776069326,0.9009279689239195
0.01975022622727185,0.23864222593586348,0.14431975415720333
0.8951078551588518,0.540605393490501,0.8341648217511226
0.22895702504964677,0.6032140714937139,0.9032367644086204
0.8512064902304666,0.8043134901166608,0.8723773875668014
0.8778775155058806,0.23342122536999166,0.6343366344796815
0.04727503126325039,0.7674226008768249,0.2722667101687153
0.6146456443551633,0.13830023450145734,0.7045783369767571
0.12014559036338301,0.9791483741178986,0.3962003112667154
0.1880743428659255,0.15402547616651074,0.44150854991426536
0.6845610218033354,0.40948809194642655,0.8489723554442385
0.18996316525592882,0.9639357966296894,0.37541209344365234
0.6596092748801231,0.9580884895512106,0.8928712048292998
0.24848502242983694,0.11187231337436943,0.5766160025191707
0.0821008738710044,0.4120280253566162,0.6551222298838756
0.914254330513,0.6256231102790858,0.03942846439970871
0.5913011776610474,0.6901456813950483,0.9344690745071503
0.3238061203809278,0.3828874267379473,0.25942583623289506
0.22605049847814984,0.7161683530350647,0.019073456715147263
0.9285437359347556,0.06418960320351064,0.7623274283266731
0.8172780070825759,0.03521158228429799,0.5552720778380356
0.6656824419717549,0.21742473373349158,0.26890851904768764
0.9276224134569079,0.21741128906578178,0.15562886588210234
0.9454215675421438,0.5414675230179661,0.20082043107773706
0.9301737155434203,0.2883807330543987,0.5454008876085081
0.655876109191013,0.582774546747589,0.524864316637943
0.2223659073651798,0.12250563529742331,0.45674987885696283
0.9590092681187362,0.2729572054847622,0.9769269012721958
0.6532443451669011,0.9120355276363934,0.7774973798550766
0.829165827930359,0.4087850805639186,0.029351520788179042
0.34950801947552834,0.3562750741398032,0.48706648139477116
