yield_mz,yield_sb,yield_wh
0.6373758516363726,0.370702624306977,0.15662422579318735
0.39501754633545905,0.13401434465733197,0.470846047287408
0.6076694775990744,0.2985603432828522,0.22181052632296194
0.1389313049998957,0.8268577897263631,0.5288186614787684
0.6971867040668772,0.35382075476901587,0.7641038623423148
0.17773030045742544,0.9956516635466438,0.41818902892971677
0.07450016384943459,0.8449702870184578,0.3643977414842515
0.024369505388163515,0.03099265680373131,0.4842559821821685
0.7640302474824997,0.09453834209486112,0.6281512912439378
0.17982191126234148,0.9160331909739641,0.3148757199818498
0.09626726124093943,0.988850377587159,0.44049027034451216
0.5647842549250959,0.4906985604506151,0.5730893997159595
0.7150518524692867,0.352460184260981,0.936353885395703
0.8463859261148763,0.23988672618556983,0.8412867667987566
0.5079547695696341,0.8545215573429757,0.7059535980000579
0.6069272382111817,0.004802757511984002,0.8535472633748541
0.8115740581517589,0.5483916557688219,0.25708861545924167
0.9603690384461778,0.7562759258911114,0.16128385394290312
0.31877667648765495,0.4627294370607572,0.809669801177514
0.3490249369771621,0.6203517445361084,0.1732661739538095
0.977844544944655,0.5087362657494217,0.6549816816094116
0.2690851541571717,0.3818383335741501,0.7734883759871957
0.509552352799985,0.0535208793561035,0.9025444569370132
0.6724311121975022,0.8257679967469798,0.6843420582643216
0.25118480696808065,0.8769694840351718,0.7122851076268262
0.3422452320708401,0.02725841594881484,0.803844930981533
0.5619894796348771,0.17671803392115326,0.5843049555033429
0.6007777933357792,0.36700840245685307,0.24174879433551488
0.7138796028770772,0.31687003781178424,0.557900959516177
0.7266426943567063,0.3198026714035155,0.4287892134096768
0.9342095276768548,0.8575445959797579,0.07955090908219109
0.7125245384489677,0.007825878528348817,0.9726026089921033
0.9111410201787243,0.690183941248824,0.16983135565984908
0.5851278962391663,0.26139133637703726,0.7055494491762575
0.39196929135514413,0.342263719830028,0.8051009123949598
0.5366062625683949,0.5855528424800692,0.560033433254668
0.45004599238791787,0.74078602570429,0.7902388143188644
0.8915767349423591,0.9176210700697859,0.8647424120202319
0.42977794387823154,0.5961086895850426,0.08958317391471038
0.7792695361342684,0.02488716716549233,0.5134175569650559
0.9429355779294317,0.3560393063821642,0.17256089944976294
0.9025607481195375,0.02189241220452609,0.20526576161038723
0.662987947450699,0.6752065086724851,0.14365071753780578
0.7362559891302195,0.6682119827352031,0.45274490051781124
0.7510181579333464,0.015388068535714727,0.6492593129896472
0.9619223726469802,0.35054348153118786,0.819599019770935
0.06840067226028634,0.6545987514494228,0.9573176503003493
0.8806824336811571,0.5680950426875376,0.040205849900452395
0.5493002885384595,0.4956742585640379,0.8909498167603602
0.43324403978622616,0.781356763590588,0.049863973908097714
0.48388097623098747,0.07675754355022335,0.9889486437317931
0.6864504070991284,0.637362930217283,0.6957632054228142
0.42582974731544043,0.7543467506979895,0.4977291139885518
0.8567236347577974,0.09256155953367362,0.8775339769763423
0.6252965233271547,0.474674120191632,0.9223109002038358
0.18620623843458928,0.2633164201089807,0.46995817430936104
0.08447926406572881,0.2380287040607295,0.055526540788957246
0.2719871913043369,0.04901800566455683,0.2888488755938048
0.7509286402009564,0.05676074870344672,0.3401572279428232
0.14200943627548301,0.6562650204591105,0.3044072376890039
0.2808685521519769,0.8977162708574885,0.028796340462621584
0.15619357986972582,0.33653511670384384,0.9688912539324579
0.5792170009041839,0.3235176363663542,0.06411033430594515
0.5699568389580009,0.33297584436309824,0.21153176710061627
0.7727179435287548,0.1635398374344006,0.5048240928341375
0.44502255050401307,0.3404562838943689,0.7860281268489876
0.5672095742816909,0.40485789433294583,0.4733011301623976
0.2780006566174994,0.038934337644004,0.4405506709176431
0.721192925651673,0.42657098018131046,0.0819970095826752
0.33771148875490486,0.7620835432651533,0.53082953539212
0.515839188581514,0.0030084916168588993,0.21577703703342033
0.292561550734175,0.07681647059979113,0.8853581410225857
0.8187395898739873,0.7875978491112919,0.13041046453048188
0.2778055453887244,0.46023742264735545,0.8169762714743934
0.9145392009069152,0.5652148040402561,0.9444985767699224
0.9706139744575114,0.6428184407036647,0.7050002394654175
0.22473585988940015,0.11239673744115541,0.6183078517036683
0.6012260587908153,0.28087408347731735,0.5345876611130993
0.8534112757618313,0.7382420754464855,0.9049768214809409
0.01663698812912151,0.5369074749188315,0.9013962660272948
0.6848689688091736,0.06755155577762806,0.38385134742151883
0.43928076041133945,0.6962859112687222,0.2318438286905773
0.6548748626883012,0.9645179360731636,0.5146251376914548
0.6885133118202427,0.11173094093960845,0.04950436939773839
0.3420641742725936,0.8909420656431515,0.29054209600576886
0.5400195565065071,0.9435009619681467,0.34511349601571306
0.7121050452019076,0.6119985894152611,0.10916607602407846
0.7403264870367857,0.9917934278723669,0.8983914125118084
0.5498299590644755,0.4113214250223778,0.8485679438603829
0.5010150093349827,0.4753744353840005,0.995168787004194
0.9433263071200251,0.11885282182660462,0.8749295549100131
0.08166427678067323,0.6638336619007875,0.5928454543629204
0.7937334412734031,0.23193564297368752,0.6665764850294384
0.6794665116292955,0.08068757563774154,0.8167458462741869
0.3655747960623811,0.2576142411204396,0.341272578573548
0.35199743169649145,0.5753922478948914,0.9298567593315394
0.4509637290703654,0.8031427848372829,0.5659584882595718
0.32389154686395105,0.6285636903364962,0.9236659619297651
0.8201287662913468,0.6550278876459462,0.7569172993807775
0.7148172262152623,0.7906125932026432,0.6572661796103733
