yield_mz,yield_sb,yield_wh
0.9310965201081725,0.2637673299346682,0.7766791999847984
0.007327745823492937,0.6855651382071982,0.9567382939288533
0.7802125252533157,0.586823936841707,0.5411560415495057
0.18529221577043187,0.5762346693697729,0.5122586883738875
0.34350359810368203,0.5557653023785365,0.4875287035356206
0.125221099366149,0.8955004083409951,0.27639346905235385
0.14036007296214537,0.6161668477482035,0.8935278865937532
0.18324705486254667,0.7863266338195928,0.9404555408713832
0.963462416125142,0.15761810117459185,0.7676484253005288
0.508043840491046,0.5490894928622317,0.592145777049224
0.038802553887881897,0.13356379694864406,0.4649072879737053
0.15040174815698748,0.38188857010044686,0.7615563191679702
0.5520291751566418,0.2024032137879932,0.9995266868732218
0.5885453641764937,0.18364664148395216,0.7529731381934242
0.852398675603857,0.018749223979826146,0.5893143323479617
0.2623957173850259,0.8087416064893942,0.8961049326292345
0.4922376627410001,0.46942073884580937,0.13373685833359894
0.5684079463969106,0.9655053019671889,0.9859425521830812
0.21899782203769702,0.6236858486040314,0.2818684674854278
0.9044035506409784,0.04316486402790809,0.10337922794369503
0.05975482000435839,0.6676037296143604,0.23081346229774902
0.22585626923436763,0.32201687784652844,0.22890800405492517
0.25010877125703357,0.09732284137912117,0.03156111210594548
0.48645920609162063,0.7738094062685691,0.041264333279942944
0.9101560672300942,0.016448519579790544,0.6611370303754427
0.21906564054722155,0.9151267216218307,0.2891958230540832
0.9284220033530932,0.22154665587249123,0.7546580822019624
0.725319049920981,0.0683337045441228,0.02800334150291972
0.8045828899362564,0.0864249344141168,0.9709642981803984
0.7586248474824099,0.7090705677593957,0.7936419977386023
0.5789867003555996,0.7451237758956956,0.17203293864274638
0.5741114271096076,0.8099638878716612,0.2692106766361281
0.9816037982488399,0.1578659471552507,0.10289555320246158
0.29346534391972523,0.42790385954947496,0.4953704916944268
0.26025314171536595,0.20989956180934166,0.2168885389628893
0.4043947635487217,0.33542504333764067,0.22711997658953786
0.7637366605438296,0.755738615669338,0.7377193159689193
0.7003722276801484,0.9309866620760574,0.28370977868080693
0.17248683488800842,0.3293522483855533,0.6941368584215121
0.4881024248542527,0.9953757000778245,0.886787241953027
0.6970376503096595,0.21245603141440894,0.5638006964468673
0.5093886669443412,0.46316640137378484,0.12096094654967604
0.05594339721320307,0.7143562626215937,0.8630880005910921
0.704114444397682,0.6470805287895404,0.20476056167074408
0.6508107942777167,0.2949612954423474,0.07370848413375841
0.10822209668183191,0.5383899180138279,0.4658459696439762
0.8246332970534526,0.14652679683700842,0.28799910845704557
0.794848347410504,0.8984625185698968,0.76364445464711
0.3242382660610543,0.8701562372212542,0.9169620717560759
0.30221389670346877,0.19243523227786608,0.6140832833356032
0.34702888394432774,0.7758669804368217,0.030689471546209268
0.30375756017729705,0.40613639128645407,0.4760058552558084
0.888038955854744,0.3581949541787064,0.32025222384393537
0.2201668965184831,0.5249464286156786,0.15459475824198787
0.9112603922217377,0.26063118663589324,0.5848276326736127
0.7132900019235653,0.37771986276773484,0.8873895785007525
0.6624841236500696,0.21595240642707214,0.237125259987655
0.812808952796624,0.16869165265904407,0.9457809915553461
0.650387065417211,0.15531398528553364,0.15055513895767392
0.1918113234449531,0.17412758983662158,0.3873670544421687
0.16821580333470432,0.23074636298398443,0.7903856523714219
0.7271593832439691,0.0030386518870905155,0.2354984809111541
0.7057361442473123,0.6461024278137928,0.33502629155430275
0.6776425341189559,0.19339290390417962,0.9708391588517359
0.49665009932574333,0.6251793735346073,0.27080186115944005
0.64929157314855,0.2190568632144274,0.7660725132828029
0.8286206257004266,0.011370019127472375,0.17999706936089044
0.3960660547782269,0.3253855292463721,0.9464698156515557
0.5736362500938043,0.7206196847113552,0.7001907207630916
0.39053423798087816,0.7471810977353915,0.0761027202267126
0.389718026922253,0.47581272821827936,0.8729035607453306
0.5462920022506791,0.3948898560319777,0.6246634635183279
0.6116793717241337,0.9548922178738106,0.6775906068766943
0.4534170430963873,0.920959095209436,0.8844678919207392
0.01946733882244467,0.3241431923801782,0.44010228115692407
0.2684003825754958,0.21940358882446553,0.6006656481290976
0.4323053474672188,0.522799415049742,0.7426117335192105
0.8027669424439144,0.5753523438844149,0.011779159014528084
0.6794290036107495,0.6140571293651103,0.5296911835713395
0.9321638692019784,0.11786384916921477,0.33362456669380147
0.9220004491483199,0.23269444345463064,0.7741266248780059
0.045447626881753744,0.6602195296314141,0.974591748450238
0.49506546811573193,0.12474592134678697,0.8128735023350173
0.9294842571627798,0.27483459420504164,0.7534726214743831
0.0879429121276476,0.6112610999392954,0.08129428230288593
0.937496850646746,0.8339879230572197,0.4392672256247929
0.7381461309372428,0.4479765750284195,0.5284637366010115
0.582498893323434,0.523563985603994,0.16006789087734452
0.5875618938165581,0.7492629739221326,0.7518646994498152
0.3744603687691327,0.8985900670899569,0.05197671043042329
0.4165082194538625,0.3741014537778138,0.5455412633094883
0.9266171518185595,0.6776605392872976,0.5089131360247642
0.7673464427523093,0.8042391042306033,0.18013642357371396
0.09996436225641658,0.5435582831827225,0.06518723196160447
0.5260975411374842,0.7917466179225404,0.8392104925492642
0.9127047938475675,0.6002697650700836,0.18441974671874417
0.2786142634626899,0.8429806499166007,0.9878115869123604
0.9976728489249065,0.47699099999818906,0.3800456779422292
0.3607419476058572,0.7442138541338627,0.2511965756559881
0.5052660477611126,0.8803959562755955,0.8284796712573028
